                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    133,                 1.2175,                0.68943,                 1.4732,                 0.9146,                0.89584,                0.92752,                0.48226,                 1.5896,                0.67827,                 1.7556,              0.0067577,              0.0067577,              0.0067577
                    134,                 1.2195,                0.67964,                 1.4767,                 0.9177,                 0.8886,                0.93011,                 0.4841,                 1.5838,                0.67934,                 1.7569,               0.006733,               0.006733,               0.006733
                    135,                 1.2129,                0.67555,                 1.4705,                0.91269,                0.90126,                0.92244,                0.47844,                 1.5839,                0.66177,                 1.7453,              0.0067082,              0.0067082,              0.0067082
                    136,                 1.2226,                0.69766,                 1.4649,                0.91999,                0.90792,                0.92997,                0.47491,                 1.6061,                 0.6711,                 1.7559,              0.0066835,              0.0066835,              0.0066835
                    137,                 1.1959,                0.66734,                 1.4566,                0.92069,                0.88684,                0.92462,                0.47268,                 1.5977,                0.68265,                 1.7579,              0.0066587,              0.0066587,              0.0066587
                    138,                 1.1937,                0.66282,                 1.4613,                0.91796,                0.90264,                0.92556,                0.47536,                 1.5979,                0.66447,                 1.7621,               0.006634,               0.006634,               0.006634
                    139,                 1.1839,                0.66287,                 1.4489,                0.92966,                0.89885,                0.93472,                0.47812,                 1.6101,                0.66365,                 1.7799,              0.0066092,              0.0066092,              0.0066092
                    140,                  1.196,                0.66982,                 1.4454,                0.92401,                0.89586,                0.92723,                0.47463,                 1.6139,                0.66347,                 1.7574,              0.0065845,              0.0065845,              0.0065845
                    141,                 1.1951,                0.66834,                 1.4446,                 0.9107,                0.90533,                0.92635,                0.47772,                 1.6076,                 0.6734,                 1.7606,              0.0065598,              0.0065598,              0.0065598
                    142,                 1.1969,                0.67224,                 1.4587,                0.92392,                0.89117,                0.92176,                0.47214,                 1.6048,                0.66208,                 1.7692,               0.006535,               0.006535,               0.006535
                    143,                 1.1738,                0.65809,                 1.4237,                0.91261,                0.90269,                 0.9247,                0.47979,                 1.5983,                0.65712,                 1.7689,              0.0065102,              0.0065102,              0.0065102
                    144,                  1.166,                0.66534,                 1.4248,                0.91572,                0.89504,                0.92832,                0.48513,                 1.5847,                0.65618,                  1.748,              0.0064855,              0.0064855,              0.0064855
                    145,                 1.1706,                0.66271,                 1.4362,                0.92422,                0.89012,                0.92658,                0.48501,                 1.5806,                0.65361,                  1.746,              0.0064608,              0.0064608,              0.0064608
                    146,                 1.1791,                0.66257,                 1.4333,                0.92192,                0.90202,                0.92948,                0.48504,                  1.588,                0.66115,                 1.7606,               0.006436,               0.006436,               0.006436
                    147,                 1.1745,                0.66515,                 1.4467,                0.91985,                0.89635,                0.92259,                0.47907,                 1.5968,                0.65431,                 1.7921,              0.0064112,              0.0064112,              0.0064112
                    148,                 1.1713,                0.65878,                 1.4315,                0.92543,                0.89159,                0.92081,                0.47787,                 1.5993,                0.65441,                 1.7654,              0.0063865,              0.0063865,              0.0063865
                    149,                 1.1679,                0.65003,                 1.4182,                0.90576,                0.88606,                0.91362,                0.47112,                  1.609,                0.65649,                 1.7729,              0.0063618,              0.0063618,              0.0063618
                    150,                 1.1652,                0.64509,                  1.418,                0.91938,                0.90226,                0.92607,                0.48052,                 1.5908,                0.64257,                 1.7596,               0.006337,               0.006337,               0.006337
                    151,                 1.1637,                0.65268,                 1.4263,                 0.9252,                0.89217,                0.92475,                0.47469,                 1.6115,                0.65797,                 1.7699,              0.0063122,              0.0063122,              0.0063122
