                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     81,                 1.4564,                0.87522,                 1.8982,                0.90001,                0.87595,                0.91456,                0.46839,                 1.5678,                0.79702,                 2.1706,              0.0080447,              0.0080447,              0.0080447
                     82,                 1.4498,                0.86808,                 1.8677,                 0.9084,                0.88476,                0.91489,                0.46567,                 1.5731,                0.82997,                 2.1832,                0.00802,                0.00802,                0.00802
                     83,                 1.4464,                0.88414,                 1.8655,                0.89972,                0.87305,                0.91366,                0.46995,                 1.5794,                0.76961,                 2.2203,              0.0079953,              0.0079953,              0.0079953
                     84,                 1.4503,                0.85927,                  1.871,                 0.8978,                0.87367,                0.91865,                0.47639,                 1.5529,                0.75878,                 2.1774,              0.0079705,              0.0079705,              0.0079705
                     85,                 1.4446,                0.88951,                 1.8644,                0.89755,                0.87123,                 0.9124,                0.47129,                  1.599,                0.75762,                  2.226,              0.0079457,              0.0079457,              0.0079457
                     86,                 1.4484,                0.86728,                 1.8691,                 0.9049,                0.88123,                0.91462,                0.47102,                 1.6045,                0.78604,                 2.1779,               0.007921,               0.007921,               0.007921
                     87,                 1.4294,                0.85149,                 1.8385,                 0.9209,                0.87449,                0.91954,                0.47709,                 1.5691,                0.81055,                 2.1669,              0.0078963,              0.0078963,              0.0078963
                     88,                 1.4399,                0.89063,                 1.8554,                0.92016,                0.90011,                0.93347,                0.48659,                 1.5579,                0.75358,                 2.1881,              0.0078715,              0.0078715,              0.0078715
                     89,                 1.4385,                0.86235,                 1.8707,                0.91005,                0.88089,                0.92003,                0.47079,                 1.5939,                0.76223,                 2.2114,              0.0078467,              0.0078467,              0.0078467
                     90,                 1.4242,                0.87614,                   1.86,                0.91706,                0.87778,                0.92196,                0.48143,                 1.5753,                0.77781,                  2.218,               0.007822,               0.007822,               0.007822
                     91,                 1.4297,                0.86293,                 1.8616,                0.91793,                 0.8783,                0.92071,                0.47122,                 1.5855,                0.75681,                 2.2082,              0.0077973,              0.0077973,              0.0077973
                     92,                 1.4301,                0.87897,                 1.8339,                0.92041,                0.89543,                0.92816,                0.47745,                 1.5786,                0.76769,                  2.219,              0.0077725,              0.0077725,              0.0077725
                     93,                 1.4298,                0.84978,                  1.853,                0.90384,                0.88391,                0.91816,                0.48275,                 1.5759,                0.76575,                 2.2109,              0.0077478,              0.0077478,              0.0077478
                     94,                 1.4088,                0.84637,                 1.8446,                0.90465,                0.88276,                0.91549,                0.47159,                  1.606,                0.75114,                 2.2283,               0.007723,               0.007723,               0.007723
                     95,                 1.4384,                0.85114,                 1.8499,                0.92952,                0.88647,                0.92789,                0.48667,                 1.5936,                0.75557,                 2.2249,              0.0076983,              0.0076983,              0.0076983
                     96,                 1.4139,                0.83349,                 1.8318,                0.92303,                0.89568,                0.93754,                0.49046,                  1.552,                0.75697,                 2.1814,              0.0076735,              0.0076735,              0.0076735
                     97,                 1.4249,                0.84299,                  1.847,                0.91291,                0.88903,                0.92798,                0.48459,                   1.56,                0.74408,                  2.179,              0.0076488,              0.0076488,              0.0076488
                     98,                 1.3971,                0.82334,                 1.8362,                0.91212,                 0.8822,                0.91869,                0.48004,                 1.5705,                0.72789,                 2.2279,               0.007624,               0.007624,               0.007624
                     99,                 1.4091,                0.83612,                 1.8424,                0.90141,                0.88391,                0.91714,                0.47057,                 1.6134,                0.73361,                 2.2578,              0.0075993,              0.0075993,              0.0075993
                    100,                 1.3996,                0.82532,                 1.8362,                0.91611,                0.88559,                 0.9258,                0.48828,                 1.5629,                 0.7401,                   2.21,              0.0075745,              0.0075745,              0.0075745
                    101,                 1.3832,                  0.822,                   1.81,                0.91895,                0.88551,                0.92758,                0.48378,                 1.5617,                0.73407,                 2.2115,              0.0075498,              0.0075498,              0.0075498
                    102,                 1.4002,                0.84786,                  1.846,                0.90151,                0.87123,                0.91085,                0.47249,                 1.5806,                0.75848,                 2.2401,               0.007525,               0.007525,               0.007525
                    103,                 1.3992,                0.82633,                 1.8452,                0.91508,                0.89629,                0.92544,                 0.4833,                 1.5868,                0.71785,                 2.2486,              0.0075003,              0.0075003,              0.0075003
                    104,                 1.3941,                 0.8303,                 1.8313,                0.92511,                0.88818,                0.92746,                0.49321,                 1.5702,                0.73858,                 2.2237,              0.0074755,              0.0074755,              0.0074755
                    105,                 1.3735,                0.80161,                 1.8221,                0.91877,                0.88829,                 0.9241,                0.48072,                 1.5931,                0.74323,                 2.2302,              0.0074507,              0.0074507,              0.0074507
                    106,                 1.3824,                0.81143,                 1.8225,                0.92122,                 0.8886,                0.93004,                 0.4829,                 1.5788,                0.73496,                 2.2279,               0.007426,               0.007426,               0.007426
                    107,                 1.3746,                0.81161,                  1.805,                0.91472,                0.89726,                0.92822,                0.48206,                 1.5818,                0.73398,                 2.2426,              0.0074013,              0.0074013,              0.0074013
                    108,                 1.3702,                0.82955,                 1.8066,                0.92968,                0.88092,                0.92324,                0.47981,                 1.5972,                 0.7572,                 2.2389,              0.0073765,              0.0073765,              0.0073765
                    109,                 1.3718,                0.82729,                 1.8277,                0.91716,                0.89777,                0.92546,                0.48736,                 1.5562,                0.73565,                 2.2441,              0.0073517,              0.0073517,              0.0073517
                    110,                 1.3604,                0.81916,                  1.814,                0.91365,                0.89757,                0.92716,                0.48125,                 1.5964,                0.72549,                  2.265,               0.007327,               0.007327,               0.007327
                    111,                 1.3623,                0.78782,                 1.8164,                0.91509,                 0.8785,                0.92213,                0.47994,                 1.5941,                0.73806,                 2.2563,              0.0073023,              0.0073023,              0.0073023
                    112,                 1.3606,                0.80137,                 1.8077,                0.91567,                0.88054,                0.91449,                0.47549,                 1.5776,                0.74089,                 2.2471,              0.0072775,              0.0072775,              0.0072775
                    113,                  1.368,                0.80799,                 1.8129,                0.90437,                0.89031,                0.91955,                0.47375,                  1.597,                0.75806,                 2.2686,              0.0072527,              0.0072527,              0.0072527
                    114,                 1.3422,                0.78247,                 1.7839,                0.92707,                0.89245,                0.93159,                0.48513,                 1.5916,                0.73737,                 2.2514,               0.007228,               0.007228,               0.007228
                    115,                 1.3482,                0.79464,                 1.7745,                0.92875,                0.89287,                0.92619,                0.48209,                 1.5974,                 0.7201,                 2.2577,              0.0072033,              0.0072033,              0.0072033
                    116,                 1.3515,                0.79191,                 1.7851,                0.91353,                0.91122,                0.93099,                0.49374,                  1.572,                0.71835,                  2.226,              0.0071785,              0.0071785,              0.0071785
                    117,                 1.3518,                0.80133,                 1.7908,                0.91934,                0.88604,                0.92188,                0.47649,                 1.5923,                0.73603,                 2.2513,              0.0071538,              0.0071538,              0.0071538
                    118,                  1.336,                0.78436,                 1.7809,                0.91428,                0.90013,                0.92722,                0.48377,                 1.5815,                0.71766,                 2.2642,               0.007129,               0.007129,               0.007129
                    119,                 1.3501,                0.78569,                 1.7793,                0.89854,                0.90184,                0.92246,                0.48612,                 1.5877,                0.71793,                 2.2392,              0.0071042,              0.0071042,              0.0071042
                    120,                 1.3301,                0.77268,                 1.7821,                0.91775,                0.88647,                 0.9227,                0.48319,                 1.5928,                0.74651,                 2.2483,              0.0070795,              0.0070795,              0.0070795
                    121,                 1.3289,                0.77024,                 1.7744,                0.91046,                0.89927,                0.92674,                0.48333,                 1.5967,                0.70316,                 2.2775,              0.0070547,              0.0070547,              0.0070547
                    122,                 1.3399,                0.78713,                 1.7887,                0.90578,                0.88629,                0.91887,                0.46965,                 1.5917,                0.71259,                 2.2562,                0.00703,                0.00703,                0.00703
                    123,                 1.3229,                0.78069,                 1.7727,                0.90971,                0.89842,                0.92478,                0.48261,                 1.5784,                0.70403,                 2.2592,              0.0070053,              0.0070053,              0.0070053
                    124,                 1.3495,                0.78524,                  1.785,                0.91824,                0.88562,                 0.9198,                0.47429,                  1.598,                0.71238,                 2.2795,              0.0069805,              0.0069805,              0.0069805
                    125,                 1.3196,                0.77077,                 1.7744,                0.91352,                0.89757,                0.91969,                0.47948,                 1.5911,                0.70413,                  2.292,              0.0069558,              0.0069558,              0.0069558
                    126,                 1.3329,                 0.7723,                 1.7805,                 0.9139,                0.88343,                0.91648,                0.47083,                 1.6084,                0.71899,                  2.291,               0.006931,               0.006931,               0.006931
                    127,                 1.3062,                0.75836,                 1.7539,                0.91016,                0.88645,                0.91732,                0.47368,                 1.5892,                0.70206,                 2.2776,              0.0069063,              0.0069063,              0.0069063
